CustomerID,Age,AnnualIncome,PurchaseFrequency,AvgOrderValue,TotalSpend,RecencyDays,TenureMonths,DiscountAffinity,NumReturns,SatisfactionScore,Gender,Region,PreferredCategory,PreferredChannel,Segment,SegmentName
CUST00896,60,55626.63,12,31.23,374.75,63,1,0.581,0,4,Male,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00897,48,127579.13,25,116.43,2910.66,15,64,0.358,2,4,Male,West,Electronics,In-Store,0,High-Value Loyalists
CUST00898,26,28043.91,20,38.26,765.26,9,11,0.429,2,2,Male,West,Beauty,In-Store,1,Young Trend Seekers
CUST00899,57,49914.12,2,29.34,58.67,30,51,0.843,0,3,Male,Central,Books,Online,2,Budget Shoppers
CUST00900,40,48697.67,6,26.62,159.75,48,56,0.591,0,4,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST00901,52,55816.1,10,21.92,219.18,24,28,1.0,1,3,Male,East,Groceries,Mobile App,2,Budget Shoppers
CUST00902,41,43987.83,4,26.21,104.82,24,22,0.596,0,3,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00903,50,37616.81,4,24.21,96.85,25,27,0.622,0,3,Female,South,Home & Garden,In-Store,2,Budget Shoppers
CUST00904,31,56439.93,1,88.95,88.95,5,41,0.637,0,3,Female,East,Beauty,In-Store,2,Budget Shoppers
CUST00905,47,119511.8,24,162.67,3904.09,3,81,0.282,2,4,Male,North,Electronics,Mobile App,0,High-Value Loyalists
CUST00906,20,53784.49,10,42.86,428.63,10,11,0.4,2,3,Male,East,Fashion,Mobile App,1,Young Trend Seekers
CUST00907,22,42451.89,15,37.03,555.51,21,28,0.361,2,3,Male,West,Beauty,Online,1,Young Trend Seekers
CUST00908,45,125482.82,20,211.54,4230.88,7,88,0.171,2,4,Male,Central,Electronics,In-Store,0,High-Value Loyalists
CUST00909,46,44895.87,2,29.05,58.11,99,35,0.259,0,3,Male,East,Groceries,In-Store,3,At-Risk / Occasional
CUST00910,51,123771.42,21,119.12,2501.56,1,45,0.251,1,5,Female,South,Electronics,In-Store,0,High-Value Loyalists
CUST00911,34,30467.39,1,43.95,43.95,266,27,0.474,0,2,Male,North,Books,Mobile App,3,At-Risk / Occasional
CUST00912,52,44561.02,6,43.39,260.34,30,29,0.476,1,3,Male,West,Groceries,Online,2,Budget Shoppers
CUST00913,18,50659.26,3,19.99,59.97,210,33,0.456,1,2,Female,West,Fashion,Mobile App,3,At-Risk / Occasional
CUST00914,31,85444.91,13,104.6,1359.79,3,62,0.238,2,3,Male,East,Fashion,In-Store,0,High-Value Loyalists
CUST00915,52,52795.85,3,52.36,157.07,143,23,0.218,1,3,Male,West,Toys,In-Store,3,At-Risk / Occasional
CUST00916,57,82247.27,26,110.46,2871.98,7,53,0.246,3,5,Male,West,Electronics,Online,0,High-Value Loyalists
CUST00917,44,73464.71,24,162.85,3908.29,1,46,0.108,1,4,Female,West,Electronics,In-Store,0,High-Value Loyalists
CUST00918,24,46978.65,16,27.47,439.54,69,14,0.448,2,3,Female,West,Beauty,Online,1,Young Trend Seekers
CUST00919,62,94459.64,4,13.93,55.72,76,38,0.288,0,2,Male,Central,Sports,Mobile App,3,At-Risk / Occasional
CUST00920,38,44511.81,9,34.13,307.19,94,23,0.576,0,4,Female,North,Groceries,Online,2,Budget Shoppers
CUST00921,20,27733.09,17,28.97,492.56,1,6,0.098,1,3,Male,Central,Beauty,Online,1,Young Trend Seekers
CUST00922,25,111769.46,18,158.13,2846.36,5,50,0.088,2,4,Female,Central,Electronics,Online,0,High-Value Loyalists
CUST00923,24,45168.33,18,43.58,784.47,47,24,0.892,0,4,Male,Central,Electronics,Online,1,Young Trend Seekers
CUST00924,18,66698.54,2,38.74,77.48,117,16,0.295,0,3,Male,North,Fashion,Online,3,At-Risk / Occasional
CUST00925,25,123713.71,26,160.44,4171.56,3,58,0.367,3,3,Male,East,Sports,Mobile App,0,High-Value Loyalists
CUST00926,48,43533.61,6,23.7,142.2,44,22,0.609,1,2,Female,South,Groceries,Online,2,Budget Shoppers
CUST00927,45,44649.21,8,20.19,161.54,1,25,0.578,0,4,Male,South,Groceries,Online,2,Budget Shoppers
CUST00928,27,44037.89,2,61.6,123.2,45,23,0.474,0,3,Male,East,Electronics,Online,3,At-Risk / Occasional
CUST00929,43,44243.39,2,36.88,73.77,46,11,0.225,0,3,Male,East,Books,Mobile App,3,At-Risk / Occasional
CUST00930,37,41008.37,6,38.05,228.3,24,28,0.896,2,4,Male,North,Books,In-Store,2,Budget Shoppers
CUST00931,52,30261.59,5,24.76,123.79,4,53,0.564,1,2,Female,West,Groceries,Online,2,Budget Shoppers
CUST00932,18,60219.31,20,33.9,678.03,14,23,0.584,1,4,Male,South,Beauty,In-Store,1,Young Trend Seekers
CUST00933,26,56600.71,13,23.87,310.32,33,26,0.857,2,3,Male,South,Electronics,Mobile App,1,Young Trend Seekers
CUST00934,75,54435.86,3,37.92,113.77,63,21,0.445,0,4,Female,East,Toys,Online,2,Budget Shoppers
CUST00935,34,45434.73,3,21.48,64.45,1,20,0.836,0,4,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00936,71,26190.87,8,39.35,314.83,1,42,0.686,1,4,Female,East,Groceries,Mobile App,2,Budget Shoppers
CUST00937,40,36442.43,1,18.84,18.84,59,43,0.653,0,2,Female,West,Books,Online,2,Budget Shoppers
CUST00938,19,41449.5,19,25.28,480.37,19,19,0.727,4,2,Male,East,Fashion,In-Store,1,Young Trend Seekers
CUST00939,66,30186.05,7,27.26,190.81,4,1,0.457,0,3,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST00940,22,16598.05,3,26.93,80.78,63,40,0.483,1,2,Female,South,Sports,Online,3,At-Risk / Occasional
CUST00941,55,48752.23,11,8.06,88.64,55,43,0.808,0,3,Other,South,Groceries,Online,2,Budget Shoppers
CUST00942,28,58128.82,2,70.08,140.15,35,9,0.0,1,2,Female,West,Electronics,Online,3,At-Risk / Occasional
CUST00943,25,62933.62,3,36.96,110.88,54,33,0.637,1,3,Female,South,Toys,Online,2,Budget Shoppers
CUST00944,18,62843.04,17,36.53,620.98,1,11,0.867,3,4,Male,North,Beauty,Online,1,Young Trend Seekers
CUST00945,31,48767.29,4,25.59,102.36,42,14,0.68,1,3,Male,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00946,48,42574.31,9,20.04,180.32,30,34,0.697,1,2,Female,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00947,37,40152.37,7,38.24,267.7,28,53,0.736,1,3,Male,North,Home & Garden,Mobile App,2,Budget Shoppers
CUST00948,24,31273.51,10,21.12,211.19,19,12,0.564,1,4,Male,Central,Fashion,Mobile App,1,Young Trend Seekers
CUST00949,23,38923.2,23,27.56,633.97,29,19,1.0,3,3,Female,West,Electronics,Online,1,Young Trend Seekers
CUST00950,27,74961.64,1,37.2,37.2,44,20,0.391,0,2,Male,East,Beauty,Online,3,At-Risk / Occasional
CUST00951,27,78805.87,2,57.14,114.27,10,21,0.418,0,2,Male,East,Fashion,In-Store,3,At-Risk / Occasional
CUST00952,68,70342.54,4,10.0,40.0,5,1,0.391,0,2,Female,Central,Fashion,In-Store,2,Budget Shoppers
CUST00953,37,53699.27,7,27.85,194.92,20,43,0.57,1,3,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST00954,29,40245.03,14,28.21,394.99,9,18,0.544,3,4,Female,South,Fashion,Mobile App,1,Young Trend Seekers
CUST00955,42,143330.99,17,147.77,2512.04,6,64,0.152,2,5,Male,West,Electronics,In-Store,0,High-Value Loyalists
CUST00956,46,103590.79,25,157.08,3926.98,16,46,0.018,1,4,Female,North,Electronics,Mobile App,0,High-Value Loyalists
CUST00957,33,80153.61,1,48.79,48.79,171,1,0.184,0,3,Female,North,Beauty,Online,3,At-Risk / Occasional
CUST00958,38,59117.22,5,35.38,176.92,15,36,0.611,0,3,Male,West,Groceries,Mobile App,2,Budget Shoppers
CUST00959,46,24810.94,3,34.27,102.82,62,42,0.734,0,4,Male,West,Home & Garden,In-Store,2,Budget Shoppers
CUST00960,46,70850.13,2,70.88,141.75,7,6,0.029,0,4,Male,West,Fashion,Online,3,At-Risk / Occasional
CUST00961,32,48056.05,6,45.2,271.21,13,14,0.484,1,3,Female,West,Home & Garden,Mobile App,1,Young Trend Seekers
CUST00962,36,61627.78,1,85.6,85.6,152,7,0.42,0,1,Male,South,Beauty,Online,3,At-Risk / Occasional
CUST00963,46,46131.72,5,30.1,150.49,8,9,0.733,0,2,Male,South,Groceries,Mobile App,2,Budget Shoppers
CUST00964,43,94186.41,24,194.92,4678.04,20,57,0.224,2,3,Male,West,Electronics,Mobile App,0,High-Value Loyalists
CUST00965,47,86446.16,29,93.86,2722.08,8,94,0.146,1,2,Female,East,Electronics,In-Store,0,High-Value Loyalists
CUST00966,41,70559.53,21,136.65,2869.65,8,87,0.215,0,3,Male,South,Electronics,Online,0,High-Value Loyalists
CUST00967,18,67213.91,4,61.26,245.06,79,24,0.698,0,3,Female,South,Toys,Online,3,At-Risk / Occasional
CUST00968,40,112234.37,18,177.79,3200.21,4,38,0.285,2,4,Female,East,Electronics,In-Store,0,High-Value Loyalists
CUST00969,56,44480.62,1,66.16,66.16,126,14,0.938,0,3,Female,East,Home & Garden,In-Store,2,Budget Shoppers
CUST00970,47,104225.7,28,195.63,5477.65,6,29,0.041,5,3,Male,East,Fashion,Online,0,High-Value Loyalists
CUST00971,56,62154.68,3,27.42,82.25,5,7,0.0,0,2,Male,South,Books,Mobile App,3,At-Risk / Occasional
CUST00972,25,28351.74,14,37.66,527.2,20,5,0.597,1,3,Male,East,Fashion,In-Store,1,Young Trend Seekers
CUST00973,44,68902.05,1,59.31,59.31,5,12,0.744,0,3,Male,Central,Books,In-Store,2,Budget Shoppers
CUST00974,53,51673.64,8,32.41,259.29,8,40,0.711,0,4,Female,West,Books,In-Store,2,Budget Shoppers
CUST00975,38,33677.87,11,37.15,408.7,23,29,0.491,2,3,Female,East,Home & Garden,Online,1,Young Trend Seekers
CUST00976,58,45996.59,3,31.84,95.53,43,36,0.757,0,3,Female,Central,Books,In-Store,2,Budget Shoppers
CUST00977,27,44073.85,3,33.58,100.73,131,41,0.727,1,2,Female,South,Electronics,Online,3,At-Risk / Occasional
CUST00978,47,48050.6,7,23.49,164.45,57,50,0.692,0,3,Other,North,Books,In-Store,2,Budget Shoppers
CUST00979,31,109723.68,24,109.46,2627.05,1,25,0.114,3,4,Male,South,Electronics,In-Store,0,High-Value Loyalists
CUST00980,52,48385.41,1,81.52,81.52,5,39,0.389,0,3,Male,South,Beauty,In-Store,2,Budget Shoppers
CUST00981,55,113154.55,25,94.36,2358.97,1,55,0.123,3,4,Male,Central,Sports,In-Store,0,High-Value Loyalists
CUST00982,54,28610.93,4,31.32,125.29,112,1,0.535,0,3,Male,Central,Sports,In-Store,3,At-Risk / Occasional
CUST00983,63,26160.62,4,38.22,152.9,55,25,0.65,0,3,Male,East,Home & Garden,Online,2,Budget Shoppers
CUST00984,40,38949.82,5,22.18,110.92,29,18,0.926,0,3,Male,East,Home & Garden,Online,2,Budget Shoppers
CUST00985,68,45541.84,1,35.47,35.47,19,39,0.155,0,2,Female,South,Books,In-Store,2,Budget Shoppers
CUST00986,32,96887.5,23,131.93,3034.41,1,43,0.093,2,5,Female,Central,Electronics,Online,0,High-Value Loyalists
CUST00987,25,75489.07,1,25.29,25.29,16,39,0.311,0,2,Female,Central,Toys,Online,3,At-Risk / Occasional
CUST00988,34,110649.01,23,117.88,2711.33,1,50,0.157,1,5,Female,Central,Sports,In-Store,0,High-Value Loyalists
CUST00989,53,57411.53,6,25.52,153.12,25,25,0.594,0,4,Male,East,Groceries,In-Store,2,Budget Shoppers
CUST00990,22,35301.5,16,24.78,396.48,54,14,0.516,0,4,Female,Central,Electronics,Mobile App,1,Young Trend Seekers
CUST00991,50,92781.06,3,46.42,139.27,197,4,0.742,0,3,Female,North,Fashion,Online,3,At-Risk / Occasional
CUST00992,59,46710.02,3,33.1,99.29,26,39,0.268,0,2,Female,West,Toys,Online,2,Budget Shoppers
CUST00993,33,55043.96,7,34.66,242.6,58,45,0.783,2,3,Female,Central,Groceries,In-Store,2,Budget Shoppers
CUST00994,24,38515.39,3,25.06,75.17,63,26,0.242,0,3,Female,Central,Toys,Mobile App,3,At-Risk / Occasional
CUST00995,51,95724.31,24,160.16,3843.93,1,63,0.375,2,5,Female,North,Fashion,Online,0,High-Value Loyalists
CUST00996,45,42263.72,7,21.06,147.45,40,13,0.406,0,4,Female,North,Home & Garden,In-Store,2,Budget Shoppers
CUST00997,22,49764.06,17,31.07,528.12,26,15,0.386,1,3,Male,East,Beauty,Mobile App,1,Young Trend Seekers
CUST00998,36,39070.38,2,34.2,68.4,1,42,0.898,0,2,Male,North,Groceries,Mobile App,2,Budget Shoppers
CUST00999,21,43289.84,14,29.35,410.95,2,1,0.937,2,4,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST01000,40,112450.55,18,111.7,2010.55,11,51,0.216,1,4,Male,North,Fashion,In-Store,0,High-Value Loyalists
CUST01001,63,58990.73,9,45.66,410.98,25,31,0.758,1,3,Male,West,Groceries,In-Store,2,Budget Shoppers
CUST01002,65,95182.23,1,68.15,68.15,55,1,0.312,0,3,Female,West,Groceries,In-Store,3,At-Risk / Occasional
CUST01003,23,52227.62,17,38.42,653.07,25,24,0.492,4,3,Female,West,Electronics,Mobile App,1,Young Trend Seekers
CUST01004,23,34454.05,2,24.42,48.83,250,36,0.329,0,3,Female,East,Sports,Mobile App,3,At-Risk / Occasional
CUST01005,18,36077.23,17,21.95,373.11,7,17,0.716,2,4,Male,North,Beauty,Mobile App,1,Young Trend Seekers
CUST01006,31,56484.92,2,73.31,146.62,96,35,0.307,0,3,Male,East,Beauty,Online,3,At-Risk / Occasional
CUST01007,55,69459.04,1,31.85,31.85,142,1,0.456,0,3,Female,South,Electronics,In-Store,3,At-Risk / Occasional
CUST01008,26,14164.51,10,45.16,451.65,26,1,0.712,1,3,Male,South,Fashion,Online,1,Young Trend Seekers
CUST01009,42,44294.16,5,18.01,90.04,63,29,0.631,1,3,Female,East,Groceries,In-Store,2,Budget Shoppers
CUST01010,31,125861.41,23,191.91,4413.93,14,58,0.236,0,4,Female,West,Fashion,Mobile App,0,High-Value Loyalists
CUST01011,32,36564.74,8,19.09,152.69,27,25,0.713,1,4,Female,North,Groceries,In-Store,1,Young Trend Seekers
CUST01012,23,41174.49,21,38.36,805.64,44,14,0.753,4,4,Male,East,Fashion,Online,1,Young Trend Seekers
CUST01013,25,39983.41,4,39.74,158.96,21,9,0.241,0,4,Female,West,Beauty,Mobile App,1,Young Trend Seekers
CUST01014,29,31676.37,10,30.0,299.97,91,27,0.681,1,3,Male,West,Home & Garden,In-Store,1,Young Trend Seekers
CUST01015,24,77012.28,1,69.57,69.57,56,31,0.425,0,3,Other,Central,Electronics,In-Store,3,At-Risk / Occasional
CUST01016,31,31608.87,16,21.83,349.33,29,16,0.86,1,3,Male,Central,Fashion,Online,1,Young Trend Seekers
CUST01017,57,38974.0,11,33.14,364.57,60,38,0.492,2,3,Male,South,Groceries,In-Store,2,Budget Shoppers
CUST01018,27,68507.64,1,27.65,27.65,57,21,0.279,0,2,Male,South,Fashion,Online,3,At-Risk / Occasional
CUST01019,25,35322.51,18,17.12,308.17,1,8,1.0,0,3,Male,North,Electronics,In-Store,1,Young Trend Seekers
CUST01020,50,40728.17,6,16.95,101.68,2,18,0.405,1,3,Male,Central,Home & Garden,In-Store,2,Budget Shoppers
CUST01021,36,46428.42,5,62.78,313.89,134,26,0.412,0,3,Female,East,Beauty,In-Store,3,At-Risk / Occasional
CUST01022,55,113595.99,22,157.3,3460.55,10,58,0.265,1,3,Female,East,Fashion,In-Store,0,High-Value Loyalists
CUST01023,26,30112.62,16,36.36,581.83,16,2,0.327,2,4,Male,Central,Beauty,Online,1,Young Trend Seekers
CUST01024,20,53802.56,10,29.88,298.78,11,1,0.758,1,3,Male,West,Beauty,In-Store,1,Young Trend Seekers
CUST01025,19,37822.71,12,26.92,323.07,15,1,0.648,2,3,Male,East,Beauty,In-Store,1,Young Trend Seekers
CUST01026,44,104957.77,21,128.8,2704.83,2,62,0.33,0,3,Female,North,Fashion,In-Store,0,High-Value Loyalists
CUST01027,18,43564.38,13,34.79,452.27,28,17,0.527,1,3,Male,East,Fashion,Online,1,Young Trend Seekers
CUST01028,19,43173.76,13,36.17,470.21,9,1,0.327,1,3,Female,South,Beauty,Mobile App,1,Young Trend Seekers
CUST01029,45,86493.27,17,147.39,2505.56,5,30,0.035,1,4,Male,North,Fashion,Online,0,High-Value Loyalists
CUST01030,23,48287.65,18,8.0,144.0,5,17,0.443,1,2,Female,Central,Beauty,Online,1,Young Trend Seekers
CUST01031,57,45680.48,8,24.73,197.87,13,41,0.766,0,2,Female,South,Home & Garden,Online,2,Budget Shoppers
CUST01032,31,28866.27,1,58.68,58.68,38,22,0.191,1,3,Male,North,Beauty,Online,3,At-Risk / Occasional
CUST01033,57,42888.34,6,20.03,120.19,6,48,0.955,2,5,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST01034,59,32641.07,5,28.57,142.86,1,62,0.71,0,3,Female,West,Home & Garden,Online,2,Budget Shoppers
CUST01035,24,35977.72,5,28.17,140.86,50,47,0.785,1,3,Male,Central,Books,In-Store,2,Budget Shoppers
CUST01036,28,45823.59,1,43.29,43.29,33,22,0.201,1,2,Male,West,Toys,In-Store,3,At-Risk / Occasional
CUST01037,45,82266.25,20,103.25,2064.97,1,33,0.204,1,4,Female,East,Fashion,In-Store,0,High-Value Loyalists
CUST01038,18,49915.4,1,40.54,40.54,5,23,0.469,0,4,Female,East,Electronics,In-Store,1,Young Trend Seekers
CUST01039,53,44147.14,9,27.96,251.6,97,35,1.0,0,4,Female,South,Home & Garden,Online,2,Budget Shoppers
CUST01040,32,92444.9,16,113.67,1818.77,6,101,0.223,3,4,Female,East,Sports,In-Store,0,High-Value Loyalists
CUST01041,22,70865.09,4,36.66,146.62,202,1,0.119,0,2,Male,East,Beauty,Mobile App,3,At-Risk / Occasional
CUST01042,46,36847.33,3,34.43,103.29,70,2,0.572,1,2,Male,West,Books,In-Store,3,At-Risk / Occasional
CUST01043,41,110107.67,32,170.17,5445.52,2,85,0.091,1,4,Female,North,Sports,Online,0,High-Value Loyalists
CUST01044,38,32257.28,1,29.04,29.04,18,44,0.543,0,1,Other,West,Beauty,Online,2,Budget Shoppers
CUST01045,24,43827.35,17,11.73,199.39,9,5,0.472,2,3,Female,North,Electronics,Mobile App,1,Young Trend Seekers
CUST01046,66,64908.58,2,20.48,40.97,9,9,0.263,0,2,Other,East,Electronics,Online,2,Budget Shoppers
CUST01047,57,41137.16,6,35.68,214.06,35,41,0.773,0,3,Male,South,Home & Garden,Online,2,Budget Shoppers
CUST01048,43,43988.78,8,27.71,221.68,45,25,0.641,1,3,Female,South,Books,Mobile App,2,Budget Shoppers
CUST01049,22,26463.92,9,40.26,362.38,6,9,0.403,1,3,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST01050,48,46388.54,9,42.01,378.13,180,42,0.674,0,3,Male,North,Books,Mobile App,3,At-Risk / Occasional
CUST01051,25,46337.79,18,37.41,673.34,1,12,0.405,1,4,Male,West,Fashion,In-Store,1,Young Trend Seekers
CUST01052,18,59274.24,2,50.66,101.32,160,44,0.192,0,4,Female,North,Electronics,Mobile App,3,At-Risk / Occasional
CUST01053,25,53235.61,18,14.12,254.16,15,17,0.501,3,2,Female,East,Beauty,Mobile App,1,Young Trend Seekers
CUST01054,26,45283.42,1,44.79,44.79,67,30,0.505,0,3,Female,South,Home & Garden,In-Store,3,At-Risk / Occasional
CUST01055,19,41376.2,13,30.94,402.18,3,15,0.669,1,3,Male,West,Beauty,Online,1,Young Trend Seekers
CUST01056,42,120669.36,17,200.64,3410.84,4,31,0.321,0,3,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST01057,24,77272.09,4,38.43,153.7,38,30,0.474,0,3,Female,West,Books,In-Store,3,At-Risk / Occasional
CUST01058,48,121850.42,19,128.27,2437.17,1,53,0.096,3,4,Male,South,Fashion,Mobile App,0,High-Value Loyalists
CUST01059,33,71856.47,30,100.11,3003.3,4,69,0.065,5,5,Female,Central,Electronics,Mobile App,0,High-Value Loyalists
CUST01060,43,86433.26,3,62.59,187.76,5,28,0.534,0,2,Female,West,Home & Garden,In-Store,2,Budget Shoppers
CUST01061,24,31418.42,16,25.68,410.9,1,16,0.499,0,3,Female,East,Fashion,Online,1,Young Trend Seekers
CUST01062,21,36228.9,11,52.32,575.51,2,8,0.682,0,4,Female,West,Beauty,Mobile App,1,Young Trend Seekers
CUST01063,25,76897.51,1,38.7,38.7,35,13,0.344,1,3,Male,Central,Home & Garden,In-Store,3,At-Risk / Occasional
CUST01064,40,128769.5,26,109.24,2840.28,3,62,0.274,1,3,Male,North,Fashion,Mobile App,0,High-Value Loyalists
CUST01065,48,87508.7,19,104.84,1991.92,18,76,0.346,2,5,Male,North,Electronics,In-Store,0,High-Value Loyalists
CUST01066,23,66623.23,1,81.76,81.76,365,27,0.556,0,3,Female,East,Sports,Online,3,At-Risk / Occasional
CUST01067,55,42876.57,6,39.18,235.1,12,27,1.0,1,3,Female,South,Groceries,In-Store,2,Budget Shoppers
CUST01068,37,40330.06,6,22.1,132.6,78,18,0.468,0,5,Male,West,Home & Garden,Mobile App,2,Budget Shoppers
CUST01069,37,89338.31,22,148.69,3271.26,9,27,0.31,1,4,Female,West,Sports,In-Store,0,High-Value Loyalists
CUST01070,41,135494.83,29,156.07,4526.12,1,29,0.098,0,4,Female,North,Fashion,Online,0,High-Value Loyalists
CUST01071,31,90804.41,15,159.87,2398.0,5,78,0.304,3,4,Other,West,Fashion,Online,0,High-Value Loyalists
CUST01072,46,46793.72,4,14.11,56.45,38,40,0.359,0,4,Male,West,Groceries,In-Store,2,Budget Shoppers
CUST01073,22,44316.34,9,36.34,327.06,13,26,0.666,0,2,Male,North,Home & Garden,In-Store,1,Young Trend Seekers
CUST01074,47,19657.1,9,30.41,273.67,123,38,0.754,0,3,Female,Central,Groceries,Mobile App,2,Budget Shoppers
CUST01075,24,20266.73,18,28.32,509.69,5,19,0.284,5,2,Male,South,Fashion,Online,1,Young Trend Seekers
CUST01076,43,141978.77,20,182.24,3644.83,1,29,0.056,2,5,Male,West,Electronics,In-Store,0,High-Value Loyalists
CUST01077,40,123572.11,26,143.51,3731.26,7,35,0.334,4,5,Male,Central,Electronics,Online,0,High-Value Loyalists
CUST01078,37,40862.58,2,42.75,85.51,84,20,0.118,0,3,Male,Central,Toys,Online,3,At-Risk / Occasional
CUST01079,60,35591.66,9,31.92,287.29,39,27,0.618,0,4,Other,Central,Home & Garden,Online,2,Budget Shoppers
CUST01080,20,19065.81,17,27.46,466.75,23,1,0.41,2,3,Female,East,Beauty,In-Store,1,Young Trend Seekers
CUST01081,28,57071.73,1,36.61,36.61,35,13,0.768,0,4,Male,West,Beauty,In-Store,2,Budget Shoppers
CUST01082,57,51032.92,4,30.92,123.66,6,45,0.681,0,4,Male,East,Books,Online,2,Budget Shoppers
CUST01083,40,108658.73,27,159.33,4302.0,1,54,0.166,1,4,Male,West,Sports,Mobile App,0,High-Value Loyalists
CUST01084,26,40598.73,14,10.02,140.35,18,7,0.614,0,4,Female,East,Beauty,Online,1,Young Trend Seekers
CUST01085,22,34919.06,16,27.13,434.12,14,9,0.435,1,3,Female,West,Electronics,Mobile App,1,Young Trend Seekers
CUST01086,38,92877.28,25,244.62,6115.39,2,76,0.173,2,4,Male,West,Electronics,In-Store,0,High-Value Loyalists
CUST01087,47,55545.11,2,40.51,81.02,62,37,0.121,0,3,Female,West,Books,Online,3,At-Risk / Occasional
CUST01088,37,50436.66,8,25.52,204.19,20,27,0.688,0,4,Female,Central,Books,Mobile App,2,Budget Shoppers
CUST01089,21,46781.44,25,28.52,713.09,10,15,0.532,1,3,Female,South,Fashion,Online,1,Young Trend Seekers
CUST01090,45,60877.9,6,24.77,148.59,14,17,0.741,1,3,Male,East,Books,Mobile App,2,Budget Shoppers
CUST01091,20,34154.39,16,26.8,428.84,16,8,0.165,1,3,Female,North,Beauty,Mobile App,1,Young Trend Seekers
CUST01092,43,50461.18,1,57.84,57.84,111,6,0.339,0,3,Female,North,Fashion,In-Store,3,At-Risk / Occasional
CUST01093,18,86447.06,3,50.12,150.35,51,31,0.713,0,3,Female,Central,Toys,In-Store,3,At-Risk / Occasional
CUST01094,40,37940.87,2,65.83,131.67,5,1,0.276,0,2,Female,North,Sports,Mobile App,3,At-Risk / Occasional
CUST01095,43,23521.94,2,35.86,71.71,100,1,0.63,0,3,Female,East,Home & Garden,Mobile App,3,At-Risk / Occasional
CUST01096,34,32965.91,11,24.39,268.34,2,1,0.906,0,2,Other,Central,Books,In-Store,2,Budget Shoppers
CUST01097,42,43799.84,4,24.77,99.06,2,27,0.592,1,3,Female,West,Home & Garden,Mobile App,2,Budget Shoppers
CUST01098,59,45918.96,3,30.28,90.85,9,42,0.748,0,3,Female,West,Books,In-Store,2,Budget Shoppers
CUST01099,25,36209.42,4,38.1,152.42,148,1,0.638,0,3,Male,Central,Books,Online,3,At-Risk / Occasional
CUST01100,32,98934.78,28,101.28,2835.78,21,48,0.263,2,4,Male,South,Sports,Online,0,High-Value Loyalists
CUST01101,51,39467.96,4,36.65,146.61,51,26,0.71,0,4,Male,East,Home & Garden,In-Store,2,Budget Shoppers
CUST01102,24,50548.96,17,23.84,405.36,8,1,0.405,0,4,Male,West,Fashion,Mobile App,1,Young Trend Seekers
CUST01103,25,49787.09,20,14.53,290.56,1,9,0.602,1,3,Female,South,Beauty,Mobile App,1,Young Trend Seekers
CUST01104,19,26039.38,20,33.94,678.8,3,1,0.461,1,4,Female,West,Electronics,Online,1,Young Trend Seekers
CUST01105,21,40127.24,25,46.93,1173.24,30,14,0.708,2,3,Female,Central,Fashion,Online,1,Young Trend Seekers
CUST01106,46,40327.69,6,37.03,222.16,22,54,0.598,1,2,Male,East,Books,Mobile App,2,Budget Shoppers
CUST01107,36,73928.86,27,143.19,3866.06,19,87,0.109,0,4,Male,West,Fashion,Online,0,High-Value Loyalists
CUST01108,42,55226.72,5,47.66,238.3,36,23,0.0,0,3,Female,North,Home & Garden,In-Store,3,At-Risk / Occasional
CUST01109,38,57815.85,3,31.92,95.77,128,13,0.735,0,4,Male,East,Books,In-Store,2,Budget Shoppers
CUST01110,41,52099.28,6,12.23,73.35,4,47,0.707,2,4,Female,North,Groceries,In-Store,2,Budget Shoppers
CUST01111,23,51735.85,20,19.17,383.33,68,2,0.626,1,3,Male,West,Electronics,Online,1,Young Trend Seekers
CUST01112,33,50135.51,1,45.62,45.62,40,6,0.693,0,3,Male,East,Groceries,Online,2,Budget Shoppers
CUST01113,32,47408.22,5,33.35,166.76,1,23,0.551,1,3,Male,Central,Groceries,In-Store,1,Young Trend Seekers
CUST01114,28,65648.89,1,73.03,73.03,36,1,0.156,0,3,Male,East,Beauty,Online,3,At-Risk / Occasional
CUST01115,24,24655.17,4,33.19,132.76,6,20,0.234,0,1,Female,South,Groceries,In-Store,3,At-Risk / Occasional
CUST01116,52,27644.91,2,58.43,116.86,21,31,0.226,1,2,Male,North,Beauty,Mobile App,3,At-Risk / Occasional
CUST01117,64,52273.09,7,23.52,164.66,136,27,0.649,1,3,Female,North,Books,Online,2,Budget Shoppers
CUST01118,25,49157.0,17,43.01,731.18,5,7,0.501,0,4,Female,West,Fashion,Online,1,Young Trend Seekers
CUST01119,52,44501.32,7,35.39,247.7,41,28,0.671,0,3,Male,West,Home & Garden,Online,2,Budget Shoppers
